10010|23236523|323652|AOTHUN TT NU SPA 3LOSPAT551923|10.00|0|240000.00|240000.00|1.00|CAI
10010|8935096269623|323652|AOTHUN TT NU SPA 3LOSPAT551923|10.00|0|240000.00|240000.00|1.00|CAI
10010|23236554|323655|AOTHUN TT NU SPA NTS.KESPAT216|10.00|0|150000.00|150000.00|1.00|CAI
10010|8935096269630|323655|AOTHUN TT NU SPA NTS.KESPAT216|10.00|0|150000.00|150000.00|1.00|CAI
10010|23353206|335320|LSB AOTHUN TT NU AKICO BUOCSAU|10.00|0|320000.00|320000.00|1.00|CAI
10010|8935247479819|335320|LSB AOTHUN TT NU AKICO BUOCSAU|10.00|0|320000.00|320000.00|1.00|CAI
10010|23471672|347167|AO THUN NU TT LUOI SPAT8804M|10.00|0|249000.00|249000.00|1.00|CAI
10010|8935096274016|347167|AO THUN NU TT LUOI SPAT8804M|10.00|0|249000.00|249000.00|1.00|CAI
10010|23795167|379516|AOTHUN TT NUSPA PLUOI SPAT820M|10.00|0|279000.00|279000.00|1.00|CAI
10010|8935096277611|379516|AOTHUN TT NUSPA PLUOI SPAT820M|10.00|0|279000.00|279000.00|1.00|CAI
10010|23795211|379521|AO THUN TT NUSPA NGAN SPAT610M|10.00|0|279000.00|279000.00|1.00|CAI
10010|8935096277604|379521|AO THUN TT NUSPA NGAN SPAT610M|10.00|0|279000.00|279000.00|1.00|CAI
10010|23148857|314885|MSB AO THUN NT TT NAM BB AT015|10.00|0|99900.00|99900.00|1.00|CAI
10010|8936048052096|314885|MSB AO THUN NT TT NAM BB AT015|10.00|0|99900.00|99900.00|1.00|CAI
10010|23150430|315043|MSB AO DT NAM HOODIE ONOFF 016|10.00|0|599000.00|599000.00|1.00|CAI
10010|8936032982774|315043|MSB AO DT NAM HOODIE ONOFF 016|10.00|0|599000.00|599000.00|1.00|CAI
10010|23162044|316204|MSB AOTT THUN NAM MV LANHCTRON|10.00|0|112000.00|112000.00|1.00|CAI
10010|8936051240367|316204|MSB AOTT THUN NAM MV LANHCTRON|10.00|0|112000.00|112000.00|1.00|CAI
10010|23162051|316205|MSB AOTTTHUN NAM MV LANHCTECHG|10.00|0|119000.00|119000.00|1.00|CAI
10010|8936051240312|316205|MSB AOTTTHUN NAM MV LANHCTECHG|10.00|0|119000.00|119000.00|1.00|CAI
10010|23162068|316206|MSB AO TT THUN NAM MV LANH SN|10.00|0|109000.00|109000.00|1.00|CAI
10010|8936051240329|316206|MSB AO TT THUN NAM MV LANH SN|10.00|0|109000.00|109000.00|1.00|CAI
10010|23162075|316207|MSB AO TT NAM MV COTRON SO GO|10.00|0|122000.00|122000.00|1.00|CAI
10010|8936051240046|316207|MSB AO TT NAM MV COTRON SO GO|10.00|0|122000.00|122000.00|1.00|CAI
10010|23162082|316208|MSB AO TT NAM MV CT SN SO GO|10.00|0|110000.00|110000.00|1.00|CAI
10010|8936051240336|316208|MSB AO TT NAM MV CT SN SO GO|10.00|0|110000.00|110000.00|1.00|CAI
10010|23162099|316209|MSB AO TT THUN NAM MV ME CTRON|10.00|0|115000.00|115000.00|1.00|CAI
10010|8936051240060|316209|MSB AO TT THUN NAM MV ME CTRON|10.00|0|115000.00|115000.00|1.00|CAI
10010|23175006|317500|MSB AOTHUN NAM ONOFF NTCOOLMAX|10.00|0|399000.00|399000.00|1.00|CAI
10010|8936032983566|317500|MSB AOTHUN NAM ONOFF NTCOOLMAX|10.00|0|399000.00|399000.00|1.00|CAI
10010|23213715|321371|MSB AO THUN NAM TT ONOFF NT004|10.00|0|349000.00|349000.00|1.00|CAI
10010|8936032983610|321371|MSB AO THUN NAM TT ONOFF NT004|10.00|0|349000.00|349000.00|1.00|CAI
10010|23304857|330485|MSB AO TT NAM JME JMT118|10.00|0|140000.00|140000.00|1.00|CAI
10010|8935096269241|330485|MSB AO TT NAM JME JMT118|10.00|0|140000.00|140000.00|1.00|CAI
10010|23308336|330833|AO NAM AKICO NT BB|10.00|0|79500.00|79500.00|1.00|CAI
10010|8935247478058|330833|AO NAM AKICO NT BB|10.00|0|79500.00|79500.00|1.00|CAI
10010|23471689|347168|AO THUN NAM JME N.KIEU JM0011M|10.00|0|129000.00|129000.00|1.00|CAI
10010|8935096206321|347168|AO THUN NAM JME N.KIEU JM0011M|10.00|0|129000.00|129000.00|1.00|CAI
10010|23471696|347169|AO THUN NAM JME JMT116M|10.00|0|129000.00|129000.00|1.00|CAI
10010|8935096269227|347169|AO THUN NAM JME JMT116M|10.00|0|129000.00|129000.00|1.00|CAI
10010|22518170|251817|DAM REN NU AMME SN FAMILY KM|10.00|0|199500.00|199500.00|1.00|CAI
10010|8936071118134|251817|DAM REN NU AMME SN FAMILY KM|10.00|0|199500.00|199500.00|1.00|CAI
10010|22571618|257161|1YLCFDAMKIEUNUFN 2DAYCARON121|10.00|0|79100.00|79100.00|1.00|CAI
10010|8935222402337|257161|1YLCFDAMKIEUNUFN 2DAYCARON121|10.00|0|79100.00|79100.00|1.00|CAI
10010|22572219|257221|1YLCFDAMNUAKICO SOCNG CT4C KM|10.00|0|139000.00|139000.00|1.00|CAI
10010|8935247459231|257221|1YLCFDAMNUAKICO SOCNG CT4C KM|10.00|0|139000.00|139000.00|1.00|CAI
10010|22571588|257158|1YLCFDAMNUFNSN COTNO CARON109|10.00|0|69100.00|69100.00|1.00|CAI
10010|8935222402306|257158|1YLCFDAMNUFNSN COTNO CARON109|10.00|0|69100.00|69100.00|1.00|CAI
10010|22593467|259346|1YLCFDAMNUAMME CAROTHAYDAY NT|10.00|0|49100.00|49100.00|1.00|CAI
10010|8936071118288|259346|1YLCFDAMNUAMME CAROTHAYDAY NT|10.00|0|49100.00|49100.00|1.00|CAI
10010|22593412|259341|1YLCF DAM NU AMME NTHO VAI KM|10.00|0|9100.00|9100.00|1.00|CAI
10010|8936071118240|259341|1YLCF DAM NU AMME NTHO VAI KM|10.00|0|9100.00|9100.00|1.00|CAI
10010|22571595|257159|1YLCFDAMNUFN SN PHOIBONG N151|10.00|0|69100.00|69100.00|1.00|CAI
10010|8935222402313|257159|1YLCFDAMNUFN SN PHOIBONG N151|10.00|0|69100.00|69100.00|1.00|CAI
10010|22596772|259677|1YLCFDAMNUFN SN NHUNGREN N152|10.00|0|99100.00|99100.00|1.00|CAI
10010|8935222402450|259677|1YLCFDAMNUFN SN NHUNGREN N152|10.00|0|99100.00|99100.00|1.00|CAI
10010|22593399|259339|1YLCFDAMNU FN TNBONGPM N142 KM|10.00|0|169900.00|169900.00|1.00|CAI
